focus,manager,functional.bucket,location,level,num.reports.FTE,num.reports.managers,min.depth,max.depth,mean.depth,sd.depth,is.leaf,layer,num.dist.levels,manager.level,equal.dyads,align.dyads,misalign.dyads,loc.entropy,loc.herfindahl,tenure.total,tenure.manager,IsDirector,IsVP,num.dir.total.reports,org.FTE.size,org.total.size,org.FTE.yrly.growth,avg.tenure,avg.level,avg.depth,avg.span,perc.managers.single.FTE,perc.managers.two.FTE,ratio.VP.to.FTE,ratio.Dir.to.FTE,ratio.SWE.to.PM,ratio.UX.to.PM,ratio.TechPM.to.PM,num.locs,perc.manager.coloc,num.lonely.FTE,direct.report.satisfaction,VP.DIR.vision,count.VP.DIR.vision,VP.DIR.decisions,count.VP.DIR.decisions,org.climate.satisfaction,count.org.climate.satisfaction,org.climate.strong.performance,org.climate.avg.performance,avg.time.in.level,avg.promo.rate
Rayshon,Mieisha,product management,US-SFO,6,5,0,1,1,1,0,1,5,1,8,0,5,0,0,1,6.4,0.8,0,0,5,6,6,5,4.8,4.2,6.8,5,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,3,0.3,0.7,2,0
Rebcca,Emerson,product management,US-SFO,6,1,0,1,1,1,0,1,5,1,8,0,1,0,0,1,6.8,0.3,0,0,1,2,2,1,5.4,5.5,6.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.3,0.3
Regan,Lanedra,engineering,US-SFO,5,2,0,1,1,1,0,1,5,1,8,0,2,0,0,1,4.3,1.1,0,0,2,3,3,-0.25,3,4,6.7,2,0,1,0,0,0,0,0,1,0.67,0,0.83,0,0,0,0,0.75,4,0.8,0.2,2.3,0
Reina,Cornel,engineering,US-SFO,5,6,0,1,1,1,0,1,7,1,7,0,6,0,0,1,5.9,2.9,0,0,6,7,7,-0.3,3.6,4.1,8.9,6,0,0,0,0,0,0,0,1,1,0,0.74,0,0,0,0,0.17,6,0.5,0.5,1.6,0.1
Reinaldo,Katura,product management,CA-WAT,6,11,0,1,1,1,0,1,6,1,7,0,11,0,0,1,6.3,5.9,0,0,11,12,14,-0.37,5.6,4.7,7.9,11,0,0,0,0,0,0,0,1,1,0,0.86,0,0,0,0,0.62,13,0.5,0.5,3.1,0.1
Remi,Crystalina,engineering,US-SFO,5,6,0,1,1,1,0,1,5,1,6,0,6,0,0,1,3.6,0.2,0,0,6,7,7,6,3,3.9,6.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.2,2.4,0
Ren,Lean,ux team,UK-LON,7,9,2,2,2,2,0,0,4,2,9,0,8,0,0,1,6.4,6.4,0,0,9,16,21,0.14,4.4,4.9,6.3,5,0.33,0,0,0,0,0,0,2,0.88,0,0.93,0,0,0,0,0.78,9,0.7,0.3,2.6,0.1
Renarda,Cheryll,engineering,TW-TPE,4,6,0,1,1,1,0,1,8,1,5,0,6,0,0,1,2.2,2.2,0,0,7,7,8,0,2.3,3.1,9.9,6,0,0,0,0,0,0,0,2,0.86,0,0.92,0,0,0,0,1,6,0.6,0.4,1.7,0.2
Renika,Jennylee,operations,US-SFO,6,4,0,1,1,1,0,1,4,1,8,0,4,0,0,1,5.6,5.6,0,0,4,5,5,-0.17,4,5,5.8,4,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,1,4,0.8,0.2,2.7,0.1
Renuka,Hanson,engineering,US-SFO,6,6,0,1,1,1,0,1,5,1,7,0,6,0,0,1,6.2,0.2,0,0,6,7,7,6,2.6,4.3,6.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.7,1.8,0
Requel,Tana,product management,US-SFO,5,1,0,1,1,1,0,1,5,1,7,0,1,0,0,1,6.8,0.4,0,0,3,2,4,1,3.7,4.5,6.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0
Resa,Myisha,engineering,US-CAM,6,8,0,1,1,1,0,1,5,1,7,0,8,0,0,1,9.7,3,0,0,8,9,9,0.13,4.5,4.2,6.9,8,0,0,0,0,0,0,0,3,0.67,0,0.92,0,0,0,0,0.88,8,0.6,0.3,2.7,0
Resha,Julisa,engineering,TW-TPE,5,7,3,2,2,2,0,0,6,2,9,0,54,0,0,1,2.2,2.2,0,0,7,59,71,-0.02,2.3,2.8,8.8,14.5,0,0,0,0,0,0,0,3,0.85,0,0.78,0,0,0,0,0.66,58,0.63,0.37,1.9,0.14
Reuben,Josemanuel,engineering,JP-TOK,5,3,0,1,1,1,0,1,7,1,7,0,3,0,0,1,7.1,0.1,0,0,3,4,4,3,4.9,4.5,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.2,0
Reuel,Cliff,product management,US-SFO,6,18,0,1,1,1,0,1,4,1,8,0,18,0,0,1,5.4,3.9,0,0,18,19,19,0.73,3.3,3.9,5.9,18,0,0,0,0,0,0,0,2,0.16,0,0.85,0,0,0,0,0.8,10,0.8,0.2,2.7,0.1
Reyes,Tommi,engineering,UK-LON,5,2,0,1,1,1,0,1,6,1,6,0,2,0,0,1,4.9,1.3,0,0,2,3,4,-0.25,5.1,4.3,7.7,2,0,1,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,3,1,0,3,0
Rheuben,Starlyn,product management,UK-LON,6,9,1,2,2,2,0,0,5,1,8,1,4,0,0,1,1.6,1.1,0,0,9,14,20,1.33,3.2,4.3,7.2,6.5,0,0,0,0,0,0,0,1,1,0,0.89,0,0,0,0,0.79,14,0.6,0.5,2.3,0
Rhianon,Stephannie,product management,US-SFO,9,6,5,2,3,2.6,0.547722558,0,4,5,10,0,57,0,0.69984284,0.76,8,8,1,0,6,63,85,0.13,4.6,5.1,7.5,4.1,0.13,0.07,0,16,0,0,0,5,0.79,0,0.84,0.6531,49,0.6327,49,0.78,54,0.63,0.37,2.3,0.05
Richard,Shiva,product management,CN-PEK,7,5,3,2,2,2,0,0,5,2,8,2,28,0,0.811278124,0.625,13.1,8.2,0,0,9,33,37,0.03,7.5,4.9,7.8,8,0,0,0,0,0,0,0,2,0.94,0,0.92,0,0,0,0,0.97,31,0.68,0.32,2.9,0.12
Rivkah,Jamey,product management,US-CAM,7,11,0,1,1,1,0,1,5,1,9,0,11,0,0,1,14.3,6.1,0,0,11,12,18,0,7.2,4.8,6.9,11,0,0,0,0,0,0,0,1,0.92,0,0.97,0,0,0,0,1,12,0.7,0.3,3,0.1
Roary,Chelci,engineering,DE-MUC,6,6,2,2,2,2,0,0,6,2,7,0,16,0,0,1,8.3,4,0,0,6,22,22,0.83,2.2,3.6,8.6,7,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0.94,17,0.7,0.3,1.4,0.1
Robbin,Tyronne,engineering,FI-HEL,6,5,0,1,1,1,0,1,5,1,8,0,5,0,0,1,2.1,1.6,0,0,7,6,8,0,5.7,4.8,6.8,5,0,0,0,0,0,0,0,2,0,0,0.94,0,0,0,0,0.8,5,0.5,0.4,3.9,0
Robert,Abdallah,ux team,US-SFO,5,1,0,1,1,1,0,1,6,1,7,0,1,0,0,1,3.3,1,0,0,1,2,2,0,3.3,4.5,7.5,1,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.8,0.3,1.6,0.3
Rocio,Eleshia,product management,US-SFO,5,12,0,1,1,1,0,1,5,1,7,0,12,0,0,1,4.4,4,0,0,12,13,16,0.86,2.4,4.1,6.9,12,0,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,0.88,8,0.6,0.3,2,0.1
Rodd,Antuan,engineering,US-SFO,5,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,6.6,6.6,0,0,3,4,4,0,2.2,3.5,7.8,3,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,0,0,0.8,0.2,2.2,0
Roderick,Shamarr,product management,TW-TPE,4,7,0,1,1,1,0,1,8,1,4,0,7,0,0,1,2.2,2.2,0,0,7,8,8,7,2.3,3,9.9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8,5,0.4,0.6,2.2,0.1
Rodgerick,Emmeline,ux team,US-SFO,7,9,2,2,3,2.5,0.707106781,0,5,3,8,0,10,0,0,1,6.3,6.3,0,0,9,22,25,-0.21,3.6,4.4,7.6,5.3,0,0.25,0,0,0,0,0,4,0.82,0,0.88,0,0,0,0,0.83,24,0.7,0.3,1.6,0.1
Rodriguez,Lakenya,product management,US-SFO,6,7,0,1,1,1,0,1,5,1,8,0,7,0,0,1,9.3,3.8,0,0,7,8,9,0,4.3,4.9,6.9,7,0,0,0,0,0,0,0,2,0.75,0,0.89,0,0,0,0,1,8,0.9,0.1,2.2,0.1
Rodriques,Taumi,product management,US-SFO,8,14,10,2,3,2.4,0.516397779,0,3,4,9,5,170,0,0.513185179,0.837429112,8.3,8.3,1,0,14,226,233,-0.02,4.2,4.5,6.4,9.4,0.08,0,0,226,0,0,0,9,0.56,0,0.88,0.7903,186,0.6538,182,0.83,215,0.62,0.36,2.7,0.05
Rohan,Rhianon,operations,US-SFO,6,4,0,1,1,1,0,1,5,1,9,0,4,0,0,1,11.9,8.4,0,0,4,5,10,4,5.2,4.8,6.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,1.7,0.1
Rolando,Jaime,product management,US-BVE,7,14,2,2,2,2,0,0,5,2,8,0,14,0,0,1,9.4,9,0,0,14,27,28,0.17,5.5,4.4,7.4,8.7,0,0,0,0,0,0,0,1,1,0,0.89,0,0,0,0,1,22,0.7,0.3,3.6,0.1
Romeka,Lanedra,engineering,US-SFO,5,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,5.6,1.4,0,0,4,5,5,0,2.8,3.8,6.8,4,0,0,0,0,0,0,0,1,0.8,0,0.75,0,0,0,0,1,3,0.7,0.3,1.4,0
Romon,Lashaya,product management,US-SFO,7,4,1,2,2,2,0,0,5,1,9,1,1,0,0,1,12.1,5.8,0,0,4,6,6,0,6.1,6.2,7,2.5,0.5,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,1,4,0.6,0.4,2.2,0
Roney,Tiquan,ux team,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,2.4,2.4,0,0,6,6,9,0.2,2.1,4.3,7.8,5,0,0,0,0,0,0,0,2,0.67,0,0.64,0,0,0,0,1,5,0.7,0.3,1.7,0.1
Ronnell,Salbador,engineering,CA-MON,6,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,13.6,1.8,0,0,3,4,5,-0.2,5.3,4.3,8.8,3,0,0,0,0,0,0,0,1,1,0,0.95,0,0,0,0,1,3,0.4,0.6,1.3,0.1
Rosa,Avery,product management,US-SEA,6,3,0,1,1,1,0,1,5,1,8,0,3,0,0,1,8.7,0.2,0,0,3,4,16,3,4.5,4.8,6.8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.8,0.3,1.1,0.3
Rosali,Maygan,engineering,US-SFO,6,17,0,1,1,1,0,1,4,1,7,0,17,0,0,1,8.6,2,0,0,17,18,18,0.8,4.6,4.4,5.9,17,0,0,0,0,0,0,0,2,0.61,0,0.99,0,0,0,0,0.93,15,0.8,0.2,2.8,0.1
Rosalia,Tyronne,engineering,UK-LON,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,9.6,4.6,0,0,4,5,5,0,4.7,4.6,6.8,4,0,0,0,0,0,0,0,1,1,0,0.96,0,0,0,0,0.75,4,0.8,0.2,1.8,0.1
Rosalie,Susanne,engineering,US-SFO,6,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,1.8,1,0,0,4,4,5,0,3.2,5.3,7.8,3,0,0,0,0,0,0,0,3,0.25,0,1,0,0,0,0,1,3,1,0,2.3,0.1
Rosalina,Tene,engineering,TW-TPE,6,10,0,1,1,1,0,1,7,1,8,0,10,0,0,1,2.4,0.3,0,0,10,11,11,10,2.3,3.8,8.9,10,0,0,0,0,0,0,0,2,0.64,0,0,0,0,0,0,0,0,0.5,0.5,1.8,0.2
Rosann,Lakeithia,ux team,US-SFO,6,3,0,1,1,1,0,1,5,1,8,0,3,0,0,1,6.4,2.8,0,0,4,4,5,3,6.6,5,6.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0
Rosario,Chelci,product management,DE-MUC,5,8,0,1,1,1,0,1,6,1,7,0,8,0,0,1,13.6,7.4,0,0,8,9,9,-0.25,3.5,3.4,7.9,8,0,0,0,0,0,0,0,4,0.67,1,0.67,0,0,0,0,0.63,8,0.3,0.6,2.7,0
Roscoe,Janmichael,product management,US-SFO,8,8,5,2,3,2.4,0.547722558,0,5,3,9,2,42,0,0,1,13.7,13.6,1,0,8,71,74,0.42,4.1,4.3,8,8.8,0,0,0,71,0,0,0,1,1,0,0.89,0.6667,54,0.7273,55,0.83,59,0.65,0.35,2.2,0.08
Roshanna,Marshea,product management,CN-PEK,7,5,0,1,1,1,0,1,4,1,8,0,5,0,0,1,13.8,6,0,0,5,6,6,-0.14,3.8,5.3,5.8,5,0,0,0,0,0,0,0,2,0.5,0,0.6,0,0,0,0,0.6,5,0.4,0.6,1.8,0
Rosland,Nolana,engineering,US-SFO,6,6,1,2,2,2,0,0,7,2,7,0,2,0,0,1,3.7,1.5,0,0,10,8,19,0.33,3,4.3,9,3.5,0.5,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,6,0.4,0.6,2.1,0.1
Roy,Mathieu,engineering,US-AUS,6,5,0,1,1,1,0,1,7,1,7,0,5,0,0,1,5.9,2.5,0,0,5,6,6,2,3.7,4.5,8.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,1.6,0.1
Rozell,Tyrena,engineering,US-SFO,5,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,7.2,0.8,0,0,3,4,4,3,3.3,4,7.8,3,0,0,0,0,0,0,0,1,1,0,0.84,0,0,0,0,1,4,0.7,0.3,1.6,0.1
Rubie,Satin,engineering,US-SFO,6,10,0,1,1,1,0,1,7,1,7,0,10,0,0,1,5.6,1.8,0,0,10,11,12,0.57,3.2,4,8.9,10,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,9,0.8,0.2,2.2,0.1
Rudolph,Makayla,research,US-SFO,5,2,0,1,1,1,0,1,8,1,6,0,2,0,0,1,4,0.8,0,0,2,3,3,2,1.8,3.3,9.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
Rufino,Nicolas,engineering,US-SFO,6,9,0,1,1,1,0,1,6,1,8,0,9,0,0,1,4.3,2.2,0,0,9,10,11,-0.09,2.8,4.2,7.9,9,0,0,0,0,0,0,0,1,0.9,0,1,0,0,0,0,0,0,0.4,0.6,1.3,0.2
Rufus,Merline,product management,TW-TPE,5,11,0,1,1,1,0,1,7,1,6,0,11,0,0,1,2.2,2.2,0,0,11,12,12,0.5,2.2,3.4,8.9,11,0,0,0,0,0,0,0,1,1,0,0.67,0,0,0,0,0.7,10,0.5,0.5,2.1,0
Rupal,Cliff,engineering,US-LAX,6,4,0,1,1,1,0,1,4,1,8,0,4,0,0,1,5.3,2.9,0,0,4,5,5,4,3.3,4.4,5.8,4,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,1,3,0.3,0.7,2.8,0
Ryder,Nolana,engineering,TW-TPE,5,31,0,1,1,1,0,1,7,1,7,0,31,0,0,1,2.2,2.2,0,0,45,32,46,0.23,2.3,2.7,9,31,0,0,0,0,0,0,0,2,0.28,0,0.75,0,0,0,0,0.65,31,0.3,0.69,2.1,0.06
Sabeen,Orvil,research,US-SFO,6,6,0,1,1,1,0,1,5,1,9,0,6,0,0,1,7.6,3,0,0,6,7,8,0,2.9,4.3,6.9,6,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,1,5,0.6,0.3,1.9,0.1
Sabra,Marisa,engineering,US-SFO,8,6,5,2,3,2.2,0.447213595,0,4,2,10,1,49,0,0,1,9.6,7.5,1,0,6,61,62,0.39,4.5,4.7,6.9,8.6,0,0.14,0,61,0,0,0,3,0.97,0,0.92,0.907,43,0.907,43,0.84,50,0.62,0.37,2.7,0.08
Sabrian,Camella,advocates,UK-LON,8,3,2,2,2,2,0,0,5,2,9,0,5,0,0.918295834,0.555555556,7,6,1,0,3,7,7,-0.22,5.3,6,7.3,2,0.33,0.33,0,7,0,0,0,2,0.43,0,0.87,1,6,0.8333,6,1,6,0.8,0.2,2.3,0.1
Sachi,Teala,engineering,UK-LON,6,4,0,1,1,1,0,1,5,1,7,0,4,0,0,1,8.5,3,0,0,4,5,5,0.25,5.1,4.8,6.8,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,4,0.7,0.3,3.1,0.1
Sadaf,Carmilla,product management,US-SFO,7,1,0,1,1,1,0,1,4,1,10,0,1,0,0,1,14.9,1.3,0,0,1,2,2,-0.33,7.9,5.5,5.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1.2,0
Sadina,Lise,engineering,CA-WAT,6,7,2,2,2,2,0,0,6,1,7,2,8,0,0,1,12.7,8.2,0,0,7,16,17,-0.24,5.8,4.5,8.4,5,0,0,0,0,0,0,0,2,0.81,0,0.95,0,0,0,0,1,15,0.8,0.2,3.4,0.1
Sagar,Linh,ux team,US-SFO,6,5,0,1,1,1,0,1,6,1,8,0,5,0,0,1,9.2,2.1,0,0,5,6,6,0,4.3,4.8,7.8,5,0,0,0,0,0,0,0,2,0.83,0,0.94,0,0,0,0,0.67,3,0.6,0.4,1.6,0.1
Salbador,Kula,engineering,CA-MON,6,10,1,2,2,2,0,0,6,1,7,1,3,0,0,1,13,6.3,0,0,10,14,16,-0.07,5.2,4.5,8.1,6.5,0,0,0,0,0,0,0,2,0.86,0,0.83,0,0,0,0,1,11,0.6,0.4,2.1,0
Saleha,Aleida,product management,TW-TPE,5,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,2.2,2.2,0,0,3,4,4,-0.43,2.3,3.8,8.8,3,0,0,0,0,0,0,0,2,0.5,0,0.97,0,0,0,0,0.67,3,0.4,0.6,2,0.1
Salina,Layna,ux team,AU-SYD,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,5.6,1.8,0,0,4,5,5,0.25,2.7,4.6,6.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.4,0.6,1.7,0
Salinda,Saquan,product management,US-BVE,6,4,0,1,1,1,0,1,4,1,8,0,4,0,0,1,1.7,1.6,0,0,4,5,9,0.25,3.5,4.6,5.8,4,0,0,0,0,0,0,0,2,0.6,0,0.96,0,0,0,0,1,4,0.7,0.3,1.3,0.1
Sameka,Satin,engineering,US-SFO,6,5,0,1,1,1,0,1,7,1,7,0,5,0,0,1,6.6,0.7,0,0,5,6,6,5,4.8,4.2,8.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.75,4,0.6,0.4,2.2,0.1
Sameul,Jamey,engineering,US-SFO,7,5,4,2,3,2.5,0.577350269,0,5,3,9,1,29,0,1.378783493,0.428571429,3.5,3.5,0,0,5,67,68,0.24,5.2,4.4,8.1,9.4,0.14,0,0,0,0,0,0,4,0.96,0,0.9,0,0,0,0,0.85,54,0.69,0.3,2.8,0.04
Sanchez,Baby,engineering,US-SFO,6,14,0,1,1,1,0,1,5,1,6,0,14,0,0,1,8,4.7,0,0,14,15,15,0.15,5.6,4.6,6.9,14,0,0,0,0,0,0,0,2,0.67,0,0.98,0,0,0,0,1,13,0.8,0.2,3,0.1
Sandrea,Randilyn,engineering,US-SFO,5,9,0,1,1,1,0,1,4,1,8,0,9,0,0,1,8.9,1.8,0,0,9,10,11,-0.23,6,5.1,5.9,9,0,0,0,0,0,0,0,2,0.9,0,0.91,0,0,0,0,0.89,9,0.7,0.3,3.5,0.1
Sandro,Laurent,engineering,US-SFO,7,4,4,2,3,2.25,0.5,0,5,3,8,0,26,0,0,1,12.6,4.5,0,0,4,32,33,1,4.4,4.2,8,4.4,0,0.14,0,0,0,0,0,3,0.78,0,0.96,0,0,0,0,0.92,25,0.55,0.45,2.4,0.06
Sangeeta,Abrielle,product management,TW-TPE,6,7,0,1,1,1,0,1,5,1,7,0,7,0,0,1,13.6,3.1,0,0,8,8,9,0.14,5,4.9,6.9,7,0,0,0,0,0,0,0,1,0.88,0,0.97,0,0,0,0,1,6,0.6,0.4,2.5,0.1
Santita,Melba,product management,US-SFO,7,3,0,1,1,1,0,1,5,1,7,0,3,0,0,1,1.7,1.7,0,0,3,4,4,1,3.2,6,6.8,3,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0.7,0.3,0.9,0.3
Saquan,Tonette,product management,US-SFO,8,6,5,2,2,2,0,0,3,3,10,0,17,0,0,1,8.7,6.7,1,0,6,19,36,0.46,4.2,5.3,5.6,3,0.33,0,0,19,0,0,0,3,0.84,0,0.93,0.5,16,0.4375,16,0.76,17,0.5,0.5,1.7,0.2
Sarabeth,Anneliese,product management,UK-LON,7,6,3,2,2,2,0,0,5,2,8,0,25,0,0,1,11.5,4.3,0,0,6,29,32,0.45,4.2,4.4,7.7,7,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0.78,23,0.57,0.43,1.7,0.1
Saraha,Cheryll,engineering,TW-TPE,4,5,0,1,1,1,0,1,8,1,5,0,5,0,0,1,2.2,2.2,0,0,5,6,6,0.2,2,3.3,9.8,5,0,0,0,0,0,0,0,4,0.33,0,1,0,0,0,0,1,5,0.4,0.6,1.5,0.2
Sarahelizabeth,Tenaya,product management,US-SFO,6,1,0,1,1,1,0,1,6,1,7,0,1,0,0,1,15.1,2.1,0,0,1,2,2,-0.6,12.2,5.5,7.5,1,1,0,0,0,0,0,0,2,0,0,0.96,0,0,0,0,1,3,0.8,0.3,3.5,0
Sarina,Jessalyn,engineering,TW-TPE,5,6,0,1,1,1,0,1,8,1,5,0,6,0,0,1,2.2,2.2,0,0,6,7,7,6,2.3,3.3,9.9,6,0,0,0,0,0,0,0,3,0.57,0,0,0,0,0,0,0,0,0.6,0.4,1.9,0.1
Sasha,Emile,product management,US-BLD,6,6,0,1,1,1,0,1,7,1,6,0,6,0,0,1,0.2,0.1,0,0,6,7,9,0,2.9,4.6,8.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,1.7,0
Satin,Orlin,engineering,US-SFO,7,6,3,2,2,2,0,0,6,2,8,0,24,0,0,1,8.9,3.6,0,0,6,28,30,0.33,4.1,4.3,8.7,6.8,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,0.96,23,0.6,0.4,2.1,0.1
Saudia,Starlynn,product management,CA-MON,6,8,1,2,2,2,0,0,6,2,7,0,5,0,0,1,7.9,4,0,0,8,13,16,0,4.6,4.1,8.2,6,0,0,0,0,0,0,0,1,0.92,0,0.9,0,0,0,0,0.91,11,0.9,0.1,2.4,0
Savana,Deepika,engineering,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,8.6,1.5,0,0,5,6,6,0.2,3.8,4.7,7.8,5,0,0,0,0,0,0,0,3,0.67,0,1,0,0,0,0,0,0,0.6,0.4,1.3,0.1
Sayra,Kawan,engineering,US-BVE,7,7,0,1,1,1,0,1,4,1,8,0,7,0,0,1,9.1,2.5,0,0,7,8,8,0,4.3,4.4,5.9,7,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0.67,6,0.4,0.5,2.6,0.1
Scorpio,Rodriques,product management,CA-WAT,7,13,0,1,1,1,0,1,4,1,8,0,13,0,0,1,3.7,3.7,0,0,13,14,14,1.8,3.8,4.6,5.9,13,0,0,0,0,0,0,0,4,0.43,0,0.92,0,0,0,0,1,5,0.4,0.5,2.2,0
Scot,Dain,engineering,TW-TPE,5,5,1,2,2,2,0,0,6,1,9,1,7,0,0,1,6.6,1,0,0,5,13,13,3.33,3,4.3,8.5,6,0,0,0,0,0,0,0,1,0.92,0,1,0,0,0,0,1,3,0.6,0.4,1.9,0.1
Sean,Tawney,engineering,JP-TOK,5,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,7.6,0.6,0,0,3,4,4,3,2.6,4,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.7,0.3,2.6,0
Sebrena,Breann,product management,US-BLD,5,6,0,1,1,1,0,1,5,1,6,0,6,0,0,1,0.5,0.2,0,0,6,7,7,0,3,4.1,6.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.4,2,0
Seema,Stephaie,engineering,US-BVE,6,10,0,1,1,1,0,1,7,1,6,0,10,0,0,1,2.2,1.4,0,0,10,11,11,2.67,3.6,3.9,8.9,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.67,9,0.6,0.4,2.6,0
Seena,Lean,research,US-SFO,8,5,0,1,1,1,0,1,4,1,9,0,5,0,0,1,9.3,8.5,1,0,5,6,8,0,5,5.3,5.8,5,0,0,0,6,0,0,0,1,1,0,0.92,1,3,0.6667,3,0.75,4,0.7,0.3,3.1,0
Seith,Danaya,product management,TW-TPE,6,13,0,1,1,1,0,1,6,1,10,0,13,0,0,1,2.2,2.2,0,0,13,14,14,0,2.2,3.8,7.9,13,0,0,0,0,0,0,0,2,0.93,0,0.95,0,0,0,0,0.91,11,0.8,0.2,1.6,0.2
Selinda,Tonetta,engineering,US-SFO,6,6,0,1,1,1,0,1,5,1,7,0,6,0,0,1,1.2,1,0,0,6,7,7,0,2.2,4.6,6.9,6,0,0,0,0,0,0,0,1,1,0,0.84,0,0,0,0,0.67,6,0.6,0.4,1.4,0.1
Serah,Barbie,product management,US-Others,6,1,0,1,1,1,0,1,6,1,9,0,1,0,0,1,6.7,6.2,0,0,1,2,2,0,6.5,6,7.5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0.3,6.5,0
Sereta,Linh,ux team,US-SFO,5,1,0,1,1,1,0,1,6,1,8,0,1,0,0,1,6.6,2.1,0,0,1,2,2,0,6.3,5,7.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.3,0
Servando,Trenton,support,US-SFO,5,6,0,1,1,1,0,1,6,1,7,0,6,0,0,1,6.6,2.5,0,0,6,7,7,-0.3,4.6,4.4,7.9,6,0,0,0,0,0,0,0,2,0.86,0,0.87,0,0,0,0,0.4,5,0.7,0.3,3.9,0
Sha,Jetta,engineering,TW-TPE,4,6,0,1,1,1,0,1,8,1,5,0,6,0,0,1,2.2,2.2,0,0,6,7,7,-0.13,2.3,3.4,9.9,6,0,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,0.67,6,0.6,0.4,2.1,0.1
Shacarra,Ambera,product management,US-BVE,6,8,1,2,2,2,0,0,5,2,8,0,2,0,0,1,4.2,2.5,0,0,10,10,36,0,4.3,4.6,7,4.5,0.5,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,8,0.8,0.3,2.3,0.1
Shadavia,Whisper,engineering,DE-MUC,5,4,0,1,1,1,0,1,6,1,6,0,4,0,0,1,6.3,0,0,0,4,5,5,4,2.5,4.2,7.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.7,1.4,0
Shakeeka,Camella,operations,US-SFO,6,5,3,2,2,2,0,0,5,1,9,3,9,0,0.811278124,0.625,4.2,4.1,0,0,5,15,23,0.15,4.2,4.9,7.5,3.5,0.25,0,0,0,0,0,0,3,0.73,0,0.93,0,0,0,0,0.92,12,0.7,0.3,2.9,0
